The Godfather: Part III,112
High Fidelity,113
About a Boy,114
Pocketful of Miracles,115
Ghost,116
Willy Wonka & the Chocolate Factory,117
Live and Let Die,118
King Kong,119
Oliver Twist,120
Cat on a Hot Tin Roof,121
Batman,122
Batman Begins,123
The Silence of the Lambs,124
Underworld,125
The Shawshank Redemption,126
Amadeus,127
Terminator 2: Judgment Day,128
The Apartment,129
Pirates of the Caribbean: At World's End,130
High Noon,131
Casablanca,132
Riding Giants,133
Dave Chappelle's Block Party,134
Terminator 3: Rise of the Machines,135
Meet Joe Black,136
Ocean's Thirteen,137
Swimming Pool,138
Beverly Hills Cop III,139
The Celebration,140
Bruce Almighty,141
Once Upon a Time in America,142
Catwoman,143
True Romance,144
Insomnia,145
Mambo Italiano,146
Mystic River,147
Snakes on a Plane,148
Brother,149
Jurassic Park,150
The Lost World: Jurassic Park,151
Jurassic Park III,152
Inspector Gadget,153
Magnolia,154
Once Upon a Time in the West,155
"Good bye, Lenin!",156
Summer Storm,157
Eyes Wide Shut,158
Seven Samurai,159
Alien,160
The Devil Wears Prada,161
Batman Returns,162
A Nightmare on Elm Street,163
Rain Man,164
Das Boot,165
Inside Man,166
12 Angry Men,167
A Fistful of Dollars,168
Chocolat,169
Kill Bill: Vol. 2,170
AVP: Alien vs. Predator,171
Capote,172
Things to Do in Denver When You're Dead,173
Garden State,174
Driving Miss Daisy,175
The Straight Story,176
Snow White and the Seven Dwarfs,177
The English Patient,178
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",179
Batman Forever,180
Batman & Robin,181
The Life Aquatic with Steve Zissou,182
The Pianist,183
Schindler's List,184
Ice Age,185
"The Good, the Bad and the Ugly",186
Cube,187
Mary Poppins,188
The Day After Tomorrow,189
Maria Full of Grace,190
Aliens vs Predator: Requiem,191
Leaving Las Vegas,192
A Beautiful Mind,193
Romeo + Juliet,194
Bend It Like Beckham,195
Erin Brockovich,196
As It Is in Heaven,197
My Own Private Idaho,198
21 Grams,199
Pi,200
Shaft,201
Monsoon Wedding,202
Good Will Hunting,203
Being John Malkovich,204
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,205
The Green Mile,206
Reservoir Dogs,207
Poseidon,208
Monster,209
Killing Zoe,210
Love Actually,211
Notting Hill,212
One Flew Over the Cuckoo's Nest,213
Scoop,214
Ed Wood,215
Casino,216
The Blues Brothers,217
Ladyhawke,218
The Curse of the Were-Rabbit,219
Terminator Salvation,220
Flashdance,221
Psycho,222
D.E.B.S.,223
The Crime of Padre Amaro,224
There's Something About Mary,225
Transamerica,226
The Horse Whisperer,227
Basquiat,228
Fight Club,229
Spider-Man,230
Spider-Man 2,231
Spider-Man 3,232
Die Hard,233
Starship Troopers,234
Apollo 13,235
Frenzy,236
The Wild Bunch,237
To Die For,238
Jaws,239
Jaws 2,240
Jaws: The Revenge,241
Dances with Wolves,242
The Lives of Others,243
2 Fast 2 Furious,244
"Monsters, Inc.",245
Wag the Dog,246
Big Fish,247
Silent Hill,248
The Hours,249
The Da Vinci Code,250
The Conversation,251
Solaris,252
The Terminal,253
To Kill a Mockingbird,254
Titanic,255
City of God,256
E.T. the Extra-Terrestrial,257
Independence Day,258
The Matrix,259
The Matrix Reloaded,260
The Matrix Revolutions,261
Out of Africa,262
Men in Black,263
Men in Black II,264
Poltergeist,265
Munich,266
Downfall,267
The Passion of the Christ,268
The Last Samurai,269
Wild Things,270
The Bodyguard,271
Grease,272
The Ninth Gate,273
Trainspotting,274
Interview with the Vampire,275
The Usual Suspects,276
The Wizard of Oz,277
Bridget Jones's Diary,278
When Harry Met Sally...,279
Catch Me If You Can,280
Requiem for a Dream,281
Butch Cassidy and the Sundance Kid,282
A.I. Artificial Intelligence,283
Dr. No,284
Boyz n the Hood,285
Troy,286
On the Waterfront,287
From Russia with Love,288
Goldfinger,289
Thunderball,290
Saw IV,291
Twister,292
Central Station,293
You Only Live Twice,294
On Her Majesty's Secret Service,295
Oldboy,296
Harry Potter and the Philosopher's Stone,297
Harry Potter and the Chamber of Secrets,298
Harry Potter and the Prisoner of Azkaban,299
Harry Potter and the Goblet of Fire,300
Harry Potter and the Order of the Phoenix,301
Pearl Harbor,302
Aliens,303
Pulp Fiction,304
Diamonds Are Forever,305
The Man with the Golden Gun,306
Contact,307
Dead Man Walking,308
The Bridges of Madison County,309
The Spy Who Loved Me,310
Pink Flamingos,311
Meet the Fockers,312
The Shining,313
Moonraker,314
For Your Eyes Only,315
Octopussy,316
A Streetcar Named Desire,317
Annie Hall,318
A Hard Day's Night,319
A View to a Kill,320
The Living Daylights,321
Licence to Kill,322
GoldenEye,323
Finding Forrester,324
Four Weddings and a Funeral,325
The Piano,326
Tomorrow Never Dies,327
Top Gun,328
The Sixth Sense,329
The Last Emperor,330
Shaun of the Dead,331
V for Vendetta,332
Face/Off,333
From Dusk Till Dawn,334
Fantasia,335
Monty Python and the Holy Grail,336
The Evil Dead,337
Evil Dead II,338
Army of Darkness,339
Harry Potter and the Half-Blood Prince,340
From Hell,341
GoodFellas,342
Gone with the Wind,343
Home Alone,344
Home Alone 2: Lost in New York,345
Little Miss Sunshine,346
Gattaca,347
Gandhi,348
Almost Famous,349
Mr. & Mrs. Smith,350
Mrs. Doubtfire,351
The Fog,352
Platoon,353
The Omen,354
City of Angels,355
Cruel Intentions,356
"Good Morning, Vietnam",357
Lolita,358
Rosemary's Baby,359
Se7en,360
Shrek,361
Shrek 2,362
Shrek the Third,363
Silent Running,364
Aladdin,365
Airplane!,366
Austin Powers: International Man of Mystery,367
Austin Powers: The Spy Who Shagged Me,368
Austin Powers in Goldmember,369
Sleepers,370
JFK,371
Judgment at Nuremberg,372
Moulin Rouge!,373
The Bridge on the River Kwai,374
Underworld: Evolution,375
Videodrome,376
American Graffiti,377
Close Encounters of the Third Kind,378
Dune,379
The X Files,380
Dragonslayer,381
Krull,382
A Christmas Story,383
Enemy at the Gates,384
The Mask,385
Black Hawk Down,386
Saving Private Ryan,387
Dangerous Liaisons,388
WarGames,389
Total Recall,390
Toy Story,391
Toy Story 2,392
Cool Runnings,393
The Running Man,394
Finding Neverland,395
Tsotsi,396
Planet of the Apes,397
Singin' in the Rain,398
The Color Purple,399
A Man for All Seasons,400
Hook,401
A Few Good Men,402
The Best Years of Our Lives,403
The Flintstones,404
The Flintstones in Viva Rock Vegas,405
Pandora's Box,406
Doctor Zhivago,407
The Thomas Crown Affair,408
Cars,409
Cinderella Man,410
Dawn of the Dead,411
Do the Right Thing,412
Galaxy Quest,413
Gremlins,414
Gremlins 2: The New Batch,415
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,416
Lethal Weapon 3,417
Lethal Weapon 4,418
Lawrence of Arabia,419
Halloween,420
Ice Age: The Meltdown,421
Kindergarten Cop,422
Madagascar,423
Mission: Impossible,424
Mission: Impossible II,425
Mission: Impossible III,426
Spaceballs,427
Seven Years in Tibet,428
Irreversible,429
Eraserhead,430
The Front Page,431
The Hustler,432
Mulholland Drive,433
Heavenly Creatures,434
The French Connection,435
Arlington Road,436
Whale Rider,437
The Thirteenth Floor,438
The Thing,439
Escape from New York,440
The Wind That Shakes the Barley,441
Catch a Fire,442
The Prestige,443
Dreamgirls,444
Babel,445
The Queen,446
The Talented Mr. Ripley,447
The Remains of the Day,448
Rocky Balboa,449
Hannibal Rising,450
Ghost Rider,451
Letters from Iwo Jima,452
The Host,453
Because I Said So,454
Notes on a Scandal,455
Stranger Than Fiction,456
Bridge to Terabithia,457
Street Kings,458
Mr. Bean's Holiday,459
Sunshine,460
TMNT,461
Dogtown and Z-Boys,462
American Psycho,463
Frida,464
Monster's Ball,465
Rocky,466
First Blood,467
Rambo: First Blood Part II,468
Rambo III,469
Blood Diamond,470
Shortbus,471
The Fountain,472
Me and You and Everyone We Know,473
Out of Sight,474
Y tu mamá también,475
The Pursuit of Happyness,476
Cutthroat Island,477
"Sex, Lies, and Videotape",478
Party Monster,479
Pan's Labyrinth,480
The Departed,481
November,482
Perfume: The Story of a Murderer,483
Once Upon a Time in Mexico,484
25th Hour,485
Bowling for Columbine,486
Tarnation,487
Anna and the King,488
Little Children,489
The Virgin Suicides,490
Superman Returns,491
Hellboy,492
The Illusionist,493
Miss Congeniality,494
Curse of the Golden Flower,495
Kingdom of Heaven,496
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,497
Teenage Mutant Ninja Turtles III,498
The Last King of Scotland,499
Spy Game,500
Changing Lanes,501
Collateral,502
Office Space,503
Imagine Me & You,504
Thumbsucker,505
The Lost Boys,506
Ghost World,507
Pieces of April,508
Flatliners,509
The Spanish Apartment,510
28 Weeks Later,511
Live Free or Die Hard,512
Die Hard: With a Vengeance,513
Die Hard 2,514
Chicago,515
Resident Evil,516
Resident Evil: Apocalypse,517
Raging Bull,518
Apocalypto,519
The Holiday,520
School of Rock,521
It's a Wonderful Life,522
Secret Window,523
What's Eating Gilbert Grape,524
Bring It On,525
Copying Beethoven,526
Nowhere in Africa,527
Night at the Museum,528
Meet the Parents,529
Cape Fear,530
I Heart Huckabees,531
The 51st State,532
The Way of the Gun,533
Hitman,534
Trading Places,535
Liar Liar,536
The Island,537
Bedazzled,538
Speed,539
Speed 2: Cruise Control,540
Crash,541
The Net,542
A Time to Kill,543
Freedom Writers,544
Bill & Ted's Excellent Adventure,545
Bill & Ted's Bogus Journey,546
Mississippi Mermaid,547
The Legend of Zorro,548
March of the Penguins,549
The Hunt for Red October,550
Ray,551
The Reaping,552
Beneath the Planet of the Apes,553
Escape from the Planet of the Apes,554
Conquest of the Planet of the Apes,555
Hostel,556
Hostel: Part II,557
The Devil's Rejects,558
Anatomy,559
Con Air,560
Battle for the Planet of the Apes,561
Copycat,562
All the King's Men,563
Captain Corelli's Mandolin,564
The Incredible Hulk,565
West Side Story,566
Iron Man,567
The Forbidden Kingdom,568
The Mummy Returns,569
The Mummy: Tomb of the Dragon Emperor,570
Michael Collins,571
Captain America: The First Avenger,572
Fahrenheit 9/11,573
Roger & Me,574
An Inconvenient Truth,575
Footloose,576
Stuck on You,577
Velvet Goldmine,578
The Rules of Attraction,579
The Devil's Advocate,580
Phone Booth,581
"You, Me and Dupree",582
50 First Dates,583
Lord of War,584
The Next Best Thing,585
Dogma,586
Rent,587
Entrapment,588
Man on the Moon,589
World Trade Center,590
Transformers,591
Pirates of the Caribbean: On Stranger Tides,592
Goodbye Bafana,593
Fear and Loathing in Las Vegas,594
Red Dawn,595
Malcolm X,596
The Karate Kid,597
Marie Antoinette,598
The Empire Strikes Back,599
Return of the Jedi,600
Star Wars: Episode I - The Phantom Menace,601
Star Wars: Episode II - Attack of the Clones,602
Star Wars: Episode III - Revenge of the Sith,603
Traffic,604
In Good Company,605
Vanilla Sky,606
Memoirs of a Geisha,607
The Beach,608
Don Juan DeMarco,609
The 13th Warrior,610
The Sea Inside,611
Sweet November,612
Superman,613
Hulk,614
The Amazing Spider-Man,615
Stomp the Yard,616
The Others,617
Shakespeare in Love,618
eXistenZ,619
An Unfinished Life,620
Crank,621
Zodiac,622
Lucky You,623
Manderlay,624
The Butterfly Effect,625
The Elephant Man,626
Gerry,627
Enough,628
8 Women,629
My Name Is Bruce,630
Alexander,631
Bandidas,632
The Grudge,633
The Grudge 2,634
Fantastic 4: Rise of the Silver Surfer,635
The Constant Gardener,636
A Mighty Heart,637
My Blueberry Nights,638
Lara Croft: Tomb Raider,639
Lara Croft Tomb Raider: The Cradle of Life,640
Two Brothers,641
In the Bedroom,642
We Own the Night,643
The Promise,644
"4 Months, 3 Weeks and 2 Days",645
Persepolis,646
The Diving Bell and the Butterfly,647
The Wedding Planner,648
Mr. Deeds,649
Hidalgo,650
The Patriot,651
Hostage,652
Training Day,653
Along Came a Spider,654
The Lake House,655
"I, Robot",656
Mr. Holland's Opus,657
Open Range,658
The Station Agent,659
Original Sin,660
National Treasure,661
Ratatouille,662
Mission to Mars,663
The Whole Nine Yards,664
Flirting with Disaster,665
X-Men Origins: Wolverine,666
Birthday Girl,667
Romeo Must Die,668
Romeo Is Bleeding,669
The Last Castle,670
American Pie,671
Wasabi,672
Payback,673
Final Fantasy: The Spirits Within,674
Out of Time,675
L.A. Confidential,676
Days of Thunder,677
The Whole Ten Yards,678
"Me, Myself & Irene",679
The Perfect Storm,680
The Time Machine,681
Kiss of the Dragon,682
Cop Land,683
The Cotton Club,684
Reindeer Games,685
Lost in Space,686
Chill Factor,687
Breakdown,688
The Glass House,689
Big Trouble,690
Death at a Funeral,691
16 Blocks,692
Aimee & Jaguar,693
Unfaithful,694
Eastern Promises,695
Valkyrie,696
Chasing Amy,697
"Paris, je t'aime",698
The Golden Compass,699
Stardust,700
The General's Daughter,701
Bicentennial Man,702
Big,703
Rize,704
Closer,705
Cold Mountain,706
Jakob the Liar,707
Clerks,708
Mallrats,709
Jay and Silent Bob Strike Back,710
Clerks II,711
Space Jam,712
Inkheart,713
Beowulf,714
In the Name of the King: A Dungeon Siege Tale,715
Executive Decision,716
Reign Over Me,717
Sicko,718
Topaz,719
Asterix at the Olympic Games,720
The Greatest Story Ever Told,721
The Nativity Story,722
Harley Davidson and the Marlboro Man,723
The Chronicles of Narnia: Prince Caspian,724
Eragon,725
The Princess Bride,726
The Bourne Identity,727
The Bourne Supremacy,728
The Bourne Ultimatum,729
Spanglish,730
The Aviator,731
The Tailor of Panama,732
Code 46,733
Born on the Fourth of July,734
Shopgirl,735
Splash,736
Return to Me,737
The Specialist,738
The Mothman Prophecies,739
Deconstructing Harry,740
Two Weeks Notice,741
The Game,742
Hard Candy,743
What Lies Beneath,744
House of 1000 Corpses,745
Dark City,746
The Blair Witch Project,747
The Bounty,748
Signs,749
Memoirs of an Invisible Man,750
Evan Almighty,751
15 Minutes,752
,753
40 Days and 40 Nights,754
About Schmidt,755
The Abyss,756
Adaptation.,757
American Pie 2,758
American Splendor,759
The Curse of the Jade Scorpion,760
Pierrot le fou,761
Pitch Black,762
The Chronicles of Riddick,763
My Boss's Daughter,764
Identity,765
A Very Long Engagement,766
The Apostle,767
As Good as It Gets,768
The Astronaut's Wife,769
The Addams Family,770
The First Wives Club,771
License to Wed,772
Hairspray,773
Becoming Jane,774
Roar,775
Jekyll and Hyde ... Together Again,776
Gods and Monsters,777
Young Frankenstein,778
Night Watch,779
Ace Ventura: Pet Detective,780
Doctor Dolittle,781
Intolerance,782
The Big Parade,783
42nd Street,784
It Happened One Night,785
Top Hat,786
Modern Times,787
Mr. Smith Goes to Washington,788
Red River,789
Basic Instinct 2,790
Midnight Cowboy,791
Gangs of New York,792
Bad Company,793
Bambi,794
Bandits,795
Barry Lyndon,796
Beavis and Butt-Head Do America,797
"Good Night, and Good Luck.",798
Dirty Pretty Things,799
The Train,800
88 Minutes,801
A Scanner Darkly,802
Under Siege 2: Dark Territory,803
U-571,804
"Girl, Interrupted",805
Changeling,806
Bogus,807
The Number 23,808
Ransom,809
I Know What You Did Last Summer,810
I Still Know What You Did Last Summer,811
Flash Gordon,812
Girl with a Pearl Earring,813
No Reservations,814
Flags of Our Fathers,815
The Lady from Shanghai,816
Things We Lost in the Fire,817
I'm Not There.,818
Corpse Bride,819
What Women Want,820
Team America: World Police,821
Beetlejuice,822
The Believer,823
My Girl,824
Black Rain,825
Bloody Sunday,826
The Transporter,827
Blow,828
Road to Perdition,829
Revolutionary Road,830
Trade,831
Spellbound,832
Scream,833
Scream 2,834
Scream 3,835
The Kid,836
Scary Movie 2,837
Veer-Zaara,838
Scary Movie 3,839
Scary Movie 4,840
Scary Movie 5,841
Charlie's Angels,842
Atonement,843
Pride & Prejudice,844
The Kingdom,845
Monster-in-Law,846
Shall We Dance?,847
G.I. Jane,848
The Brothers Grimm,849
Seabiscuit,850
My Super Ex-Girlfriend,851
Legends of the Fall,852
The Devil's Own,853
The Assassination of Jesse James by the Coward Robert Ford,854
30 Days of Night,855
Lions for Lambs,856
Elizabeth: The Golden Age,857
Elizabeth,858
Enchanted,859
Panic Room,860
Sympathy for Lady Vengeance,861
Be Cool,862
The Machinist,863
Michael Clayton,864
Sense and Sensibility,865
Armored,866
Raising Helen,867
The Sum of All Fears,868
Hot Fuzz,869
Jindabyne,870
Across the Universe,871
Southland Tales,872
Runaway Bride,873
Ghost Dog: The Way of the Samurai,874
The Jackal,875
Layer Cake,876
The Invasion,877
Dark Blue,878
Confessions of a Dangerous Mind,879
The Curious Case of Benjamin Button,880
Hang 'em High,881
Howl's Moving Castle,882
Leatherheads,883
Burn After Reading,884
10 Things I Hate About You,885
Be Kind Rewind,886
The Legend of Bagger Vance,887
The International,888
"Synecdoche, New York",889
Knocked Up,890
Impostor,891
Keeping the Faith,892
Gothika,893
American Gangster,894
Boogie Nights,895
Wonderland,896
Vicky Cristina Barcelona,897
Severance,898
August Rush,899
Rendition,900
Martian Child,901
Sky Captain and the World of Tomorrow,902
The Astronaut Farmer,903
Rush Hour 3,904
Rush Hour 2,905
3:10 to Yuma,906
The Good Heart,907
Kiss Kiss Bang Bang,908
The Polar Express,909
Gosford Park,910
The Hunting Party,911
Happily N'Ever After,912
Battlefield Earth,913
George and the Dragon,914
The Fugitive,915
The Ladykillers,916
The Chorus,917
RoboCop 3,918
Space Cowboys,919
Bee Movie,920
The Blue Lagoon,921
Control,922
Beyond the Valley of the Dolls,923
Once,924
Baghead,925
Tom Jones,926
Torn Curtain,927
The Sentinel,928
Sweet Sweetback's Baadasssss Song,929
Angel Eyes,930
Family Plot,931
The Mist,932
The Dress,933
A Bridge Too Far,934
Into the Wild,935
The Great Escape,936
The Pledge,937
Along Came Polly,938
We're No Angels,939
The Family Man,940
Elling,941
The Good Thief,942
Sorority Boys,943
P.S. I Love You,944
Shanghai Knights,945
Six Days Seven Nights,946
Kiss of Death,947
The Mexican,948
Salvador,949
Dracula,950
Spice World,951
Dreamcatcher,952
Cat People,953
Reign of Fire,954
Coyote Ugly,955
Three Kings,956
Practical Magic,957
Racing Stripes,958
The Shipping News,959
Freddy vs. Jason,960
Alvin and the Chipmunks,961
Beyond the Sea,962
I Am Legend,963
Arachnophobia,964
The Dukes of Hazzard,965
First Knight,966
The Contender,967
The Orphanage,968
Charlie Wilson's War,969
Idle Hands,970
27 Dresses,971
Walk Hard: The Dewey Cox Story,972
Lars and the Real Girl,973
The Peacemaker,974
Love in the Time of Cholera,975
Transsiberian,976
Zathura: A Space Adventure,977
Failure to Launch,978
One Missed Call,979
The Village,980
Outbreak,981
The 40 Year Old Virgin,982
The Wedding Date,983
The Weather Man,984
Something's Gotta Give,985
The Baader Meinhof Complex,986
Australia,987
In the Valley of Elah,988
No Country for Old Men,989
Big Trouble in Little China,990
White Noise 2: The Light,991
Cloverfield,992
Coach Carter,993
The Punisher,994
Meet the Spartans,995
Duplex,996
Equilibrium,997
Lonesome Jim,998
Maid in Manhattan,999
Running Scared,1000
Alive,1001
Juno,1002
The Rage: Carrie 2,1003
There Will Be Blood,1004
Elite Squad,1005
The Bucket List,1006
Sahara,1007
Chicken Run,1008
Brothers,1009
Tropic Thunder,1010
Titan A.E.,1011
xXx,1012
The Hitchhiker's Guide to the Galaxy,1013
Speed Racer,1014
Vantage Point,1015
Open Season,1016
Shooter,1017
Knockaround Guys,1018
Earth,1019
Water,1020
Running with Scissors,1021
Idiocracy,1022
London,1023
Smokin' Aces,1024
Over the Hedge,1025
Come Early Morning,1026
The Libertine,1027
Fun with Dick and Jane,1028
Waiting...,1029
The Wave,1030
Resident Evil: Extinction,1031
Half Nelson,1032
Shine,1033
Down in the Valley,1034
Harsh Times,1035
Black Snake Moan,1036
Rang De Basanti,1037
"Run, Fatboy, Run",1038
Shine a Light,1039
Caramel,1040
The Wolfman,1041
The Kite Runner,1042
The Lovely Bones,1043
Behind Enemy Lines,1044
Highlander,1045
Highlander: The Final Dimension,1046
Get Shorty,1047
Gigli,1048
Punch-Drunk Love,1049
The Three Burials of Melquiades Estrada,1050
The Imaginarium of Doctor Parnassus,1051
The Reader,1052
Married Life,1053
Desperado,1054
Barbarella,1055
Alien³,1056
Alien: Resurrection,1057
Suspect Zero,1058
Untraceable,1059
Cleopatra,1060
You Kill Me,1061
Napoleon Dynamite,1062
Ronin,1063
Midnight in the Garden of Good and Evil,1064
The Quiet American,1065
Æon Flux,1066
The Spiderwick Chronicles,1067
8MM,1068
Jumper,1069
Welcome to the Sticks,1070
Disturbia,1071
The Savages,1072
American Wedding,1073
The Spirit,1074
Poetic Justice,1075
Four Brothers,1076
Howards End,1077
In Bruges,1078
Holes,1079
Step Up 2: The Streets,1080
[REC],1081
They Live,1082
Blindness,1083
My Big Fat Greek Wedding,1084
Ice Age: Dawn of the Dinosaurs,1085
What the #$*! Do We (K)now!?,1086
Cast Away,1087
Kit Kittredge: An American Girl,1088
Superbad,1089
Robin Hood: Prince of Thieves,1090
Transformers: Revenge of the Fallen,1091
The Boondock Saints,1092
How High,1093
"Definitely, Maybe",1094
Day of the Dead,1095
A Man Apart,1096
Event Horizon,1097
The Conformist,1098
I Spy,1099
A Cock and Bull Story,1100
The 6th Day,1101
Never Back Down,1102
Drillbit Taylor,1103
Funny Games,1104
Dumb and Dumber,1105
Animal House,1106
John Q,1107
Wild Wild West,1108
Hitch,1109
Ali,1110
Superman II,1111
Little Voice,1112
Shanghai Noon,1113
The Lion King,1114
Dick Tracy,1115
Prom Night,1116
The History Boys,1117
Master and Commander: The Far Side of the World,1118
The Exorcism of Emily Rose,1119
The Happening,1120
Bringing Out the Dead,1121
Deep Impact,1122
K-19: The Widowmaker,1123
Charlie Bartlett,1124
Orgazmo,1125
Fool's Gold,1126
Taken,1127
Snake Eyes,1128
The League of Extraordinary Gentlemen,1129
Anchorman: The Legend of Ron Burgundy,1130
The Thin Red Line,1131
Albino Alligator,1132
Baby Mama,1133
Mad Max 2: The Road Warrior,1134
Doom,1135
Evita,1136
Timecop,1137
Conspiracy Theory,1138
Legally Blonde,1139
The X Files: I Want to Believe,1140
Mercury Rising,1141
Casper,1142
DragonHeart,1143
The Class,1144
Against the Ropes,1145
The Cell,1146
Standard Operating Procedure,1147
The Bank Job,1148
Alfie,1149
The Shadow,1150
Steel,1151
"Dude, Where’s My Car?",1152
Eight Legged Freaks,1153
Red Planet,1154
How the Grinch Stole Christmas,1155
Wayne's World,1156
My Best Friend's Wedding,1157
Timber Falls,1158
Pale Rider,1159
Flame & Citron,1160
Waltz with Bashir,1161
Wanted,1162
Pet Sematary,1163
Deep Blue Sea,1164
Antz,1165
Garfield,1166
Jeepers Creepers,1167
Wendy and Lucy,1168
What Just Happened,1169
I Love You Phillip Morris,1170
Steamboy,1171
Hancock,1172
Bad Boys II,1173
Crimson Tide,1174
Twilight,1175
The Tree of Life,1176
Boogeyman,1177
The Out-of-Towners,1178
The Marine,1179
A Lot Like Love,1180
Assault on Precinct 13,1181
Dear Frankie,1182
The Protector,1183
Disclosure,1184
The River Wild,1185
Stop-Loss,1186
Friends with Money,1187
Derailed,1188
Hellraiser,1189
Just Like Heaven,1190
The Insider,1191
Dark Water,1192
Jackass: The Movie,1193
Midnight Run,1194
Treasure Planet,1195
The Santa Clause 2,1196
All the Boys Love Mandy Lane,1197
Spirit: Stallion of the Cimarron,1198
The Importance of Being Earnest,1199
The Guru,1200
What Happens in Vegas,1201
The Eye,1202
Big Daddy,1203
The Banger Sisters,1204
Slither,1205
Eight Below,1206
The Cave,1207
The Family Stone,1208
Amen.,1209
DOA: Dead or Alive,1210
Tales from the Crypt: Demon Knight,1211
Tank Girl,1212
Little Man,1213
The Man,1214
Black Book,1215
The American President,1216
Home for the Holidays,1217
Snow White: A Tale of Terror,1218
The Four Feathers,1219
Mary Reilly,1220
Medicine Man,1221
Sgt. Bilko,1222
The Craft,1223
Buffalo Soldiers,1224
Broken Arrow,1225
S.W.A.T.,1226
Welcome to Collinwood,1227
Blue Crush,1228
Eraser,1229
Virtuosity,1230
Ace Ventura: When Nature Calls,1231
Death to Smoochy,1232
The Faculty,1233
The Sting,1234
Jingle All the Way,1235
Femme Fatale,1236
Witness,1237
Road Trip,1238
Final Destination 3,1239
Dungeons & Dragons: Wrath of the Dragon God,1240
The Longest Day,1241
Crocodile Dundee in Los Angeles,1242
The Longest Yard,1243
Hudson Hawk,1244
Phenomenon,1245
Monster House,1246
Up Close & Personal,1247
Bound,1248
Multiplicity,1249
The Island of Dr. Moreau,1250
American Dreamz,1251
Smilla's Sense of Snow,1252
Mortal Kombat,1253
The Man in the Iron Mask,1254
Flightplan,1255
The Nutty Professor,1256
Clear and Present Danger,1257
The Scorpion King,1258
Transporter 2,1259
Police Academy,1260
Click,1261
The Core,1262
The Mask of Zorro,1263
Kids,1264
Species,1265
Cliffhanger,1266
EuroTrip,1267
Nacho Libre,1268
Mad Max Beyond Thunderdome,1269
One Hour Photo,1270
Final Destination 2,1271
Anaconda,1272
The Last of the Mohicans,1273
Tremors,1274
Donnie Brasco,1275
El Mariachi,1276
Super Size Me,1277
Death Becomes Her,1278
Thir13en Ghosts,1279
Babylon A.D.,1280
Hollow Man,1281
Starsky & Hutch,1282
Conan the Barbarian,1283
Thank You for Smoking,1284
Renaissance,1285
Jerry Maguire,1286
The Descent,1287
Crocodile Dundee II,1288
Zoolander,1289
Set It Off,1290
Surf's Up,1291
